Entry Order,Block,Patch,Corner,Dist,Species,2015 Survival Status,Position,Alive?,Repro Status,Recruit Count,Subset?,Quandrant?,Notes,Location_Info_Incorrect (1 = incorrect)
1000,52,B,IV,c,CB,1,3,1,1,29,,,,
1001,52,B,IV,c,SS,0,4,0,,1,,,,
1002,52,B,IV,c,LE,1,5,0,,0,,,,
1003,52,B,IV,c,GD,0,6,0,,,,,,
259,8,D,II,a,LE,0,6,0,,,,,recruit count?,
1005,52,B,IV,c,AB,1,9,1,0,0,,,,
1006,52,B,IV,d,AB,1,2,1,0,0,,,,
1007,52,B,IV,d,CB,1,3,1,1,36,,,,
1008,52,B,IV,d,GD,1,4,1,,,,,,
1009,52,B,IV,d,NG,1,5,1,1,0,,,,
1010,52,B,IV,d,AV,1,6,1,0,0,,,,
1011,52,B,IV,d,LE,0,8,0,,0,,,,
1012,52,B,IV,d,SS,1,9,1,1,7,,,,
260,8,D,II,a,AB,0,7,0,,,,,recruit count?,
261,8,D,II,a,SS,0,8,0,,,,,recruit count?,
1015,52,C,I,a,GD,1,4,1,,,,,,
329,8,D,IV,c,CB,0,5,0,,,,,recruit count?,
1017,52,C,I,a,CB,1,6,1,1,6,,,,
1018,52,C,I,a,AB,1,8,1,0,1,,,,
1019,52,C,I,a,AV,1,9,1,1,0,,,,
1020,52,C,I,b,AV,1,1,1,0,0,,,,
330,8,D,IV,c,LE,0,7,0,,,,,recruit count?,
1022,52,C,I,b,NG,1,3,1,1,0,,,,
331,8,D,IV,c,SS,0,8,0,,,,,recruit count?,
1024,52,C,I,b,AB,1,6,1,0,0,,,,
1025,52,C,I,b,CB,1,7,1,1,7,,,,
1026,52,C,I,b,GD,0,8,0,,,,,,
1027,52,C,I,c,LE,0,2,0,,0,,,,
1028,52,C,I,c,AB,0,3,0,,0,,,,
1029,52,C,I,c,SS,1,4,1,0,0,,,,
1030,52,C,I,c,NG,1,5,1,1,0,,,,
1031,52,C,I,c,GD,0,6,0,,,,,,
1032,52,C,I,c,CB,1,7,1,1,6,,,,
1033,52,C,I,c,AV,1,8,1,1,3,,,,
1034,52,C,I,d,GD,0,1,0,,,,,,
1035,52,C,I,d,CB,1,2,1,1,0,,,,
1036,52,C,I,d,AV,1,3,1,1,0,,,,
1037,52,C,I,d,SS,0,4,0,,0,,,,
1038,52,C,I,d,LE,0,6,0,,0,,,,
1039,52,C,I,d,NG,1,7,1,0,0,,,,
1040,52,C,I,d,AB,0,8,0,,0,,,,
1041,52,C,II,a,AB,1,2,1,0,0,,,,
1042,52,C,II,a,AV,1,3,1,1,0,,,,
1043,52,C,II,a,GD,1,4,1,,,,,,
1044,52,C,II,a,NG,1,5,1,1,0,,,,
1045,52,C,II,a,SS,1,7,1,1,0,,,,
1046,52,C,II,a,LE,1,8,1,0,3,,,,
1047,52,C,II,a,CB,1,9,1,1,0,,,,
1048,52,C,II,b,CB,1,1,1,1,1,,,,
1049,52,C,II,b,NG,0,2,0,,0,,,,
1050,52,C,II,b,AV,1,3,1,0,0,,,,
1051,52,C,II,b,LE,0,4,0,,0,,,,
1052,52,C,II,b,GD,0,5,0,,,,,,
1053,52,C,II,b,AB,1,7,1,0,0,,,,
1054,52,C,II,b,SS,1,8,1,1,0,,,,
1055,52,C,II,c,CB,1,2,1,1,1,,,,
1056,52,C,II,c,GD,0,3,0,,,,,,
1057,52,C,II,c,AB,1,4,1,0,0,,,,
1058,52,C,II,c,SS,1,5,1,0,0,,,,
1059,52,C,II,c,NG,1,6,1,0,0,,,,
1060,52,C,II,c,LE,0,7,0,,0,,,,
1061,52,C,II,c,AV,0,8,0,,0,,,,
1062,52,C,II,d,SS,1,1,1,1,0,,,,
1063,52,C,II,d,AB,1,2,1,0,0,,,,
1064,52,C,II,d,AV,1,3,1,0,0,,,,
1065,52,C,II,d,LE,1,4,0,,0,,,,
1066,52,C,II,d,CB,1,5,1,1,0,,,,
1067,52,C,II,d,NG,1,7,1,0,0,,,,
1068,52,C,II,d,GD,0,8,0,,,,,,
367,8,E,II,a,AV,0,1,0,,,,,recruit count?,
1070,52,C,III,a,SS,0,4,0,,0,,,,
1071,52,C,III,a,NG,0,5,0,,0,,,,
1072,52,C,III,a,GD,1,6,1,,,,,,
1073,52,C,III,a,LE,1,7,1,0,11,,,,
1074,52,C,III,a,CB,1,8,1,1,8,,,,
1075,52,C,III,a,AV,1,9,1,0,0,,,,
1076,52,C,III,b,LE,0,2,0,,16,,,,
1077,52,C,III,b,CB,1,4,1,1,1,,,,
1078,52,C,III,b,AV,1,5,1,0,0,,,,
1079,52,C,III,b,GD,0,6,0,,,,,,
1080,52,C,III,b,SS,1,7,1,1,0,,,,
369,8,E,II,a,AB,1,4,1,0,,,,recruit count?,
1082,52,C,III,b,AB,1,9,1,0,0,,,,
1083,52,C,III,c,CB,1,1,1,1,1,,,,
1084,52,C,III,c,GD,0,2,0,,,,,,
1085,52,C,III,c,AV,1,3,1,0,0,,,,
370,8,E,II,a,NG,1,5,1,0,,,,recruit count?,
371,8,E,II,a,LE,0,6,0,,,,,recruit count?,
1088,52,C,III,c,AB,1,7,1,0,0,,,,
1089,52,C,III,c,SS,1,8,1,0,0,,,,
1090,52,C,III,d,AV,1,1,1,0,0,,,,
372,8,E,II,a,CB,1,7,1,1,,,,recruit count?,
1092,52,C,III,d,CB,1,3,1,1,12,,,,
373,8,E,II,a,SS,0,8,0,,,,,recruit count?,
1094,52,C,III,d,NG,1,5,1,1,0,,,,
1095,52,C,III,d,AB,1,7,1,0,1,,,,
1096,52,C,III,d,GD,0,8,0,,,,,,
1097,52,C,IV,a,CB,1,2,1,1,0,,,,
1098,52,C,IV,a,AB,1,3,1,1,4,,,,
1099,52,C,IV,a,NG,1,4,1,0,0,,,,
1100,52,C,IV,a,LE,0,6,0,,16,1,1,,
1101,52,C,IV,a,GD,1,7,1,,,,,,
1102,52,C,IV,a,SS,0,8,1,,0,,,,
1103,52,C,IV,a,AV,1,9,1,0,0,,,,
1104,52,C,IV,b,SS,1,2,1,1,0,,,,
1105,52,C,IV,b,LE,0,3,0,,20,,,,
1106,52,C,IV,b,AB,0,5,0,,0,,,,
1107,52,C,IV,b,AV,1,6,1,1,4,,,,
1108,52,C,IV,b,CB,1,7,0,,0,,,,
1109,52,C,IV,b,NG,1,8,1,1,0,,,,
1110,52,C,IV,b,GD,0,9,0,,,,,,
375,8,E,II,b,CB,0,4,0,,,,,recruit count?,
1112,52,C,IV,c,LE,0,2,0,,7,,,,
1113,52,C,IV,c,CB,1,3,1,1,38,1,4,,
1114,52,C,IV,c,AV,1,4,1,1,0,,,,
1115,52,C,IV,c,GD,0,6,0,,,,,,
1116,52,C,IV,c,AB,1,7,1,0,0,,,,
1117,52,C,IV,c,NG,0,8,0,,0,,,,
376,8,E,II,b,LE,0,5,0,,,,,recruit count?,
1119,52,C,IV,d,CB,1,2,1,1,30,,,,
1120,52,C,IV,d,AB,1,3,1,1,0,,,,
1121,52,C,IV,d,GD,0,5,0,,,,,,
1122,52,C,IV,d,NG,1,6,1,0,0,,,,
1123,52,C,IV,d,SS,1,7,1,0,0,,,,
1124,52,C,IV,d,AV,1,8,1,0,0,,,,
1125,52,D,I,a,AV,1,2,1,0,0,,,,
1126,52,D,I,a,NG,1,3,1,1,0,,,,
1127,52,D,I,a,CB,1,4,1,1,4,,,,
1128,52,D,I,a,AB,1,5,1,0,6,,,,
1129,52,D,I,a,SS,1,6,1,0,0,,,,
1130,52,D,I,a,LE,1,8,1,0,14,,,,
1131,52,D,I,a,GD,1,9,1,,,,,,
1132,52,D,I,b,LE,0,2,0,,0,,,,
1133,52,D,I,b,AV,1,3,1,1,2,,,,
1134,52,D,I,b,GD,1,4,1,,,,,,
1135,52,D,I,b,CB,1,5,1,1,12,,,,
1136,52,D,I,b,NG,1,6,1,1,0,,,,
1137,52,D,I,b,AB,1,7,1,0,0,,,,
1138,52,D,I,b,SS,1,9,1,1,0,,,,
1139,52,D,I,c,AB,1,2,1,0,0,,,,
377,8,E,II,b,SS,0,6,0,,,,,recruit count?,
378,8,E,II,b,AB,1,7,1,0,,,,recruit count?,
379,8,E,II,b,NG,1,8,1,0,,,,recruit count?,
1143,52,D,I,c,AV,1,6,1,1,2,,,,
1144,52,D,I,c,SS,1,7,1,1,2,,,,
380,8,E,II,b,AV,0,9,0,,,,,recruit count?,
1146,52,D,I,d,AV,1,1,1,1,1,,,,
1147,52,D,I,d,GD,1,2,1,,,,,,
1148,52,D,I,d,SS,1,3,1,1,14,,,,
1149,52,D,I,d,CB,1,4,0,,3,,,,
1150,52,D,I,d,LE,0,5,0,,14,,,,
1151,52,D,I,d,AB,1,7,1,0,4,,,,
1152,52,D,I,d,NG,1,8,1,1,0,,,,
1153,52,D,II,a,SS,1,2,1,1,2,,,,
1154,52,D,II,a,NG,0,4,0,,0,,,,
1155,52,D,II,a,LE,1,5,1,1,6,1,2,,
1156,52,D,II,a,CB,0,6,0,,0,,,,
1157,52,D,II,a,AV,1,7,1,1,0,,,,
1158,52,D,II,a,GD,1,8,1,,,,,,
1159,52,D,II,a,AB,1,9,1,0,0,,,,
1160,52,D,II,b,LE,1,2,1,1,22,,,,
1161,52,D,II,b,GD,1,3,1,,,,,,
1162,52,D,II,b,CB,1,4,1,0,23,,,,
1163,52,D,II,b,AV,1,5,1,1,5,,,,
1164,52,D,II,b,SS,1,6,1,1,0,,,,
1165,52,D,II,b,NG,1,8,1,1,0,,,,
1166,52,D,II,b,AB,1,9,1,0,3,,,,
1167,52,D,II,c,CB,1,1,1,1,26,,,,
1168,52,D,II,c,AB,1,2,1,0,0,,,,
1169,52,D,II,c,LE,1,4,1,0,6,,,,
1170,52,D,II,c,GD,0,5,0,,,,,,
381,8,E,II,c,AB,0,2,0,,,,,recruit count?,
1172,52,D,II,c,NG,1,7,1,1,7,,,,
1173,52,D,II,c,AV,1,8,1,1,5,,,,
1174,52,D,II,d,AV,1,1,1,0,0,,,,
1175,52,D,II,d,GD,1,2,1,,,,,,
1176,52,D,II,d,LE,1,3,1,0,0,,,,
1177,52,D,II,d,NG,1,4,1,1,0,,,,
1178,52,D,II,d,SS,1,5,1,1,0,,,,
1179,52,D,II,d,AB,0,6,0,,0,,,,
382,8,E,II,c,CB,0,3,0,,,,,recruit count?,
383,8,E,II,c,SS,0,4,0,,,,,recruit count?,
384,8,E,II,c,AV,1,6,0,,,,,recruit count?,
386,8,E,II,c,LE,0,8,0,,,,,recruit count?,
387,8,E,II,c,NG,1,9,1,1,,,,recruit count?,
388,8,E,II,d,LE,0,2,0,,,,,recruit count?,
390,8,E,II,d,SS,0,4,0,,,,,recruit count?,
392,8,E,II,d,AV,1,7,1,1,,,,recruit count?,
1188,52,D,III,b,CB,1,1,1,1,0,,,,
1189,52,D,III,b,NG,1,2,1,0,0,,,,
1190,52,D,III,b,SS,1,3,1,1,0,,,,
1191,52,D,III,b,LE,1,4,1,0,0,,,,
1192,52,D,III,b,GD,0,5,0,,,,,,
1193,52,D,III,b,AV,1,6,1,0,3,,,,
1194,52,D,III,b,AB,1,8,1,0,0,,,,
1195,52,D,III,c,AB,1,2,1,0,14,,,,
1196,52,D,III,c,LE,1,3,1,1,0,,,,
1197,52,D,III,c,GD,1,4,1,,,,,,
1198,52,D,III,c,AV,1,6,1,1,0,,,,
1199,52,D,III,c,SS,0,7,0,,0,,,,
1200,52,D,III,c,NG,1,8,1,0,0,,,,
1201,52,D,III,c,CB,1,9,1,1,2,,,,
1202,52,D,III,d,AV,1,2,1,1,2,,,,
1203,52,D,III,d,LE,0,3,0,,0,,,,
1204,52,D,III,d,NG,1,5,1,1,0,,,,
1205,52,D,III,d,GD,0,6,0,,,,,,
1206,52,D,III,d,SS,0,7,0,,0,,,,
1207,52,D,III,d,CB,1,8,1,1,22,,,,
1208,52,D,III,d,AB,0,9,0,,0,,,,
393,8,E,II,d,NG,1,8,1,0,,,,recruit count?,
1210,52,D,IV,a,NG,1,2,1,1,0,,,,
1211,52,D,IV,a,LE,1,4,1,0,8,,,,
1212,52,D,IV,a,AB,1,5,1,0,3,,,,
1213,52,D,IV,a,SS,1,6,1,1,0,,,,
1214,52,D,IV,a,AV,1,7,1,1,0,,,,
1215,52,D,IV,a,GD,1,8,0,,,,,,
1216,52,D,IV,b,AV,1,1,1,1,0,,,,
1217,52,D,IV,b,AB,1,2,1,0,0,,,,
1218,52,D,IV,b,NG,1,3,1,1,0,,,,
1219,52,D,IV,b,CB,1,5,1,1,18,1,3,,
1220,52,D,IV,b,SS,0,6,0,,0,,,,
1221,52,D,IV,b,GD,1,7,0,,,,,,
1222,52,D,IV,b,LE,0,8,0,,0,,,,
1223,52,D,IV,c,CB,1,1,1,1,0,,,,
1224,52,D,IV,c,LE,0,3,0,,0,,,,
1225,52,D,IV,c,GD,0,4,0,,,,,,
1226,52,D,IV,c,AB,1,5,1,0,0,,,,
1227,52,D,IV,c,NG,1,6,1,0,0,,,,
1228,52,D,IV,c,SS,1,7,1,0,0,,,,
1229,52,D,IV,c,AV,1,8,1,1,0,,,,
1230,52,D,IV,d,SS,1,2,1,1,3,,,,
1231,52,D,IV,d,CB,1,3,1,1,7,,,,
1232,52,D,IV,d,AV,0,4,0,,0,,,,
1233,52,D,IV,d,NG,1,5,1,1,0,,,,
1234,52,D,IV,d,LE,0,6,0,,0,,,,
1235,52,D,IV,d,AB,0,8,0,,0,,,,
1236,52,D,IV,d,GD,0,9,0,,,,,,
1237,52,E,I,a,AV,1,2,1,1,1,,,,
1238,52,E,I,a,CB,1,3,1,1,37,,,,
1239,52,E,I,a,NG,0,4,0,,0,,,,
1240,52,E,I,a,LE,1,5,1,1,3,,,,
1241,52,E,I,a,GD,1,6,1,,,,,,
1242,52,E,I,a,AB,1,7,1,0,0,,,,
1243,52,E,I,a,SS,1,9,1,0,0,,,,
1244,52,E,I,b,AV,1,1,1,1,0,,,,
1245,52,E,I,b,SS,0,2,0,,0,,,,
1246,52,E,I,b,NG,1,4,1,1,0,,,,
1247,52,E,I,b,AB,1,5,1,0,9,,,,
1248,52,E,I,b,GD,1,6,1,,,,,,
1249,52,E,I,b,LE,0,7,0,,0,,,,
1250,52,E,I,b,CB,1,8,1,1,22,,,,
1251,52,E,I,c,CB,1,1,1,0,15,,,,
1252,52,E,I,c,NG,1,2,1,1,1,,,,
1253,52,E,I,c,AV,1,4,1,1,19,,,,
1254,52,E,I,c,GD,0,5,0,,,,,,
1255,52,E,I,c,LE,0,6,0,,1,,,,
1256,52,E,I,c,SS,0,7,0,,0,,,,
1257,52,E,I,c,AB,1,8,1,0,4,,,,
1258,52,E,I,d,NG,1,1,1,1,0,,,,
1259,52,E,I,d,AV,1,2,1,1,5,,,,
1260,52,E,I,d,LE,1,3,1,1,6,,,,
1261,52,E,I,d,CB,1,5,1,1,29,1,3,,
1262,52,E,I,d,SS,1,6,1,0,0,,,,
1263,52,E,I,d,GD,1,7,1,,,,,,
1264,52,E,I,d,AB,0,8,0,,0,,,,
1265,52,E,II,a,GD,1,1,1,,,,,,
1266,52,E,II,a,SS,1,2,1,1,0,,,,
1267,52,E,II,a,AB,1,3,1,0,0,,,,
1268,52,E,II,a,NG,1,4,1,0,0,,,,
1269,52,E,II,a,CB,1,5,1,0,0,,,,
1270,52,E,II,a,LE,0,6,0,,0,,,,
1271,52,E,II,a,AV,1,8,1,0,0,,,,
1272,52,E,II,b,AB,1,1,1,0,2,,,,
415,8,E,III,c,LE,0,9,0,,,,,recruit count?,
1274,52,E,II,b,NG,1,4,1,0,0,,,,
1275,52,E,II,b,LE,1,5,1,1,9,,,,
1276,52,E,II,b,CB,0,6,0,,10,,,,
1277,52,E,II,b,GD,0,7,1,,,,,,
1278,52,E,II,b,SS,0,8,0,,0,,,,
1279,52,E,II,c,AV,1,2,1,1,14,,,,
1280,52,E,II,c,SS,0,3,0,,0,,,,
1281,52,E,II,c,LE,1,4,1,1,2,,,,
1282,52,E,II,c,NG,1,5,1,1,0,,,,
1283,52,E,II,c,AB,0,6,0,,0,,,,
1284,52,E,II,c,GD,0,7,0,,,,,,
1285,52,E,II,c,CB,1,9,1,1,2,,,,
1286,52,E,II,d,SS,1,2,1,1,3,,,,
1287,52,E,II,d,NG,1,3,1,1,0,,,,
1288,52,E,II,d,AB,1,4,1,0,0,,,,
1289,52,E,II,d,LE,1,5,1,1,5,,,,
1290,52,E,II,d,CB,1,6,0,0,11,1,2,,
1291,52,E,II,d,AV,1,7,1,1,5,,,,
1292,52,E,II,d,GD,1,9,1,,,,,,
1293,52,E,III,a,GD,1,1,1,,,,,,
1294,52,E,III,a,AV,0,3,0,,0,,,,
1295,52,E,III,a,AB,1,4,1,0,1,,,,
1296,52,E,III,a,NG,1,5,1,0,0,,,,
1297,52,E,III,a,SS,0,6,0,,0,,,,
1298,52,E,III,a,CB,1,7,1,1,26,,,,
1299,52,E,III,a,LE,1,8,0,0,6,,,,
1300,52,E,III,b,LE,0,1,0,,0,,,,
1301,52,E,III,b,AV,1,2,1,1,6,,,,
1302,52,E,III,b,AB,1,3,1,0,0,,,,
1303,52,E,III,b,NG,1,4,1,0,0,,,,
1304,52,E,III,b,CB,1,5,1,1,4,,,,
1305,52,E,III,b,GD,0,7,0,,,,,,
1306,52,E,III,b,SS,0,8,0,,0,,,,
1307,52,E,III,c,LE,0,1,0,,0,,,,
1308,52,E,III,c,AV,1,2,1,1,9,,,,
1309,52,E,III,c,NG,1,4,1,1,0,,,,
1310,52,E,III,c,AB,1,5,1,0,2,,,,
1311,52,E,III,c,GD,0,6,0,,0,,,,
1312,52,E,III,c,SS,0,7,0,,0,,,,
1313,52,E,III,c,CB,1,8,1,1,12,1,3,,
1314,52,E,III,d,CB,0,1,0,,0,,,,
1315,52,E,III,d,AB,0,2,0,,0,,,,
1316,52,E,III,d,NG,1,4,1,1,0,,,,
1317,52,E,III,d,SS,0,5,0,,0,,,,
1318,52,E,III,d,GD,0,6,0,,,,,,
1319,52,E,III,d,LE,0,7,0,,0,,,,
1320,52,E,III,d,AV,1,8,1,1,4,,,,
423,8,E,IV,a,AB,1,2,1,0,,,,recruit count?,
1322,52,E,IV,a,GD,1,2,1,,,,,,
1323,52,E,IV,a,NG,1,3,1,1,0,,,,
1324,52,E,IV,a,SS,1,4,1,1,6,,,,
1325,52,E,IV,a,LE,1,6,1,1,7,1,III,,
425,8,E,IV,a,NG,1,4,1,0,,,,recruit count?,
1327,52,E,IV,a,CB,1,8,0,,13,,,,
426,8,E,IV,a,CB,1,5,1,1,,,,recruit count?,
427,8,E,IV,a,LE,1,6,1,0,,,,recruit count?,
428,8,E,IV,a,SS,1,8,1,1,,,,recruit count?,
1331,52,E,IV,b,GD,0,4,0,,,,,,
1332,52,E,IV,b,AB,1,6,1,0,0,,,,
1333,52,E,IV,b,SS,0,7,0,,0,,,,
1334,52,E,IV,b,LE,1,8,1,0,25,,,,
1335,52,E,IV,c,LE,0,1,0,,0,,,,
1336,52,E,IV,c,SS,0,2,0,,0,,,,
1337,52,E,IV,c,AV,1,3,1,1,12,,,,
1338,52,E,IV,c,NG,1,4,1,1,0,,,,
1339,52,E,IV,c,CB,1,6,1,1,15,1,3,,
1340,52,E,IV,c,GD,1,7,1,,,,,,
1341,52,E,IV,c,AB,1,8,1,1,7,,,,
1342,52,E,IV,d,CB,1,2,1,1,46,1,3,,
1343,52,E,IV,d,LE,1,3,0,,1,,,,
1344,52,E,IV,d,SS,0,4,0,,0,,,,
1345,52,E,IV,d,GD,1,5,1,,,,,,
1346,52,E,IV,d,AB,0,6,0,,0,,,,
1347,52,E,IV,d,AV,1,8,1,1,15,,,,
1348,52,E,IV,d,NG,1,9,1,1,0,,,,
1349,57,B,I,a,SS,1,2,1,1,11,,,,
1350,57,B,I,a,NG,1,3,1,1,0,,,,
1351,57,B,I,a,GD,1,4,1,,,,,,
1352,57,B,I,a,CB,1,5,1,1,0,,,,
1353,57,B,I,a,AB,1,7,1,0,0,,,,
1354,57,B,I,a,LE,1,8,0,,11,,,,
1355,57,B,I,a,AV,1,9,1,0,0,,,,
1356,57,B,I,b,NG,1,2,1,0,0,,,,
1357,57,B,I,b,SS,1,3,1,0,0,,,,
1358,57,B,I,b,AB,1,4,1,0,0,,,,
1359,57,B,I,b,CB,1,5,0,,0,,,,
1360,57,B,I,b,AV,0,6,0,,0,,,,
1361,57,B,I,b,GD,0,7,0,,,,,,
1362,57,B,I,b,LE,1,9,0,,0,,,,
1363,57,B,I,c,CB,1,2,0,,0,,,,
1364,57,B,I,c,AV,1,3,1,1,2,,,,
1365,57,B,I,c,GD,1,4,1,,,,,,
1366,57,B,I,c,SS,1,5,0,,0,,,,
1367,57,B,I,c,NG,1,6,1,0,0,,,,
1368,57,B,I,c,LE,0,8,0,,0,,,,
1369,57,B,I,c,AB,1,9,1,0,0,,,,
1370,57,B,I,d,AV,0,1,0,,0,,,,
1371,57,B,I,d,LE,0,2,0,,0,,,,
1372,57,B,I,d,AB,1,3,1,0,0,,,,
1373,57,B,I,d,SS,0,5,0,,0,,,,
1374,57,B,I,d,GD,1,6,1,0,0,,,,
1375,57,B,I,d,CB,1,7,0,,0,,,,
1376,57,B,I,d,NG,1,8,1,0,0,,,,
1377,57,B,II,a,SS,0,2,0,,0,,,,
1378,57,B,II,a,NG,1,3,1,1,0,,,,
1379,57,B,II,a,GD,0,4,0,,0,,,,
1380,57,B,II,a,CB,1,6,0,,0,,,,
1381,57,B,II,a,AB,1,7,1,0,0,,,,
1382,57,B,II,a,LE,0,8,0,,0,,,,
1383,57,B,II,a,AV,0,9,0,,0,,,,
1384,57,B,II,b,CB,1,1,1,1,0,,,,
1385,57,B,II,b,NG,1,3,1,0,0,,,,
1386,57,B,II,b,SS,0,4,0,,0,,,,
1387,57,B,II,b,LE,0,5,0,,0,,,,
1388,57,B,II,b,GD,0,6,0,,,,,,
1389,57,B,II,b,AB,1,7,1,0,4,,,,
1390,57,B,II,b,AV,1,8,1,0,8,,,,
1391,57,B,II,c,AB,1,1,1,0,0,,,,
1392,57,B,II,c,AV,1,2,1,0,0,,,,
1393,57,B,II,c,CB,0,3,0,,0,,,,
1394,57,B,II,c,LE,0,4,0,,0,,,,
1395,57,B,II,c,GD,1,5,1,,,,,,
1396,57,B,II,c,NG,1,6,1,1,0,,,,
1397,57,B,II,c,SS,1,7,1,0,0,,,,
1398,57,B,II,d,LE,0,1,0,,0,,,,
1399,57,B,II,d,AB,1,2,1,0,1,,,,
1400,57,B,II,d,GD,1,3,1,,,,,,
1401,57,B,II,d,NG,1,4,1,1,0,,,,
1402,57,B,II,d,CB,1,5,1,1,1,,,,
1403,57,B,II,d,AV,1,6,1,0,0,,,,
1404,57,B,II,d,SS,1,7,1,1,0,,,,
1405,57,B,III,a,AV,1,3,1,0,0,,,,
1406,57,B,III,a,CB,1,4,1,1,1,,,,
1407,57,B,III,a,GD,1,5,1,,,,,,
1408,57,B,III,a,SS,1,6,1,1,0,,,,
1409,57,B,III,a,NG,1,7,1,1,0,,,,
1410,57,B,III,a,LE,0,8,0,,0,,,,
1411,57,B,III,a,AB,1,9,1,0,0,,,,
1412,57,B,III,b,SS,1,1,1,1,2,,,,
1413,57,B,III,b,CB,1,2,1,1,7,,,,
1414,57,B,III,b,LE,0,3,0,,1,,,,
1415,57,B,III,b,AB,1,4,1,0,0,,,,
1416,57,B,III,b,NG,1,5,1,1,0,,,,
1417,57,B,III,b,AV,1,6,1,1,0,,,,
1418,57,B,III,b,GD,0,7,0,,,,,,
1419,57,B,III,c,SS,1,1,1,1,0,,,,
1420,57,B,III,c,CB,1,2,1,0,0,,,,
1421,57,B,III,c,AB,1,3,1,1,18,,,,
1422,57,B,III,c,GD,1,5,1,,,,,,
1423,57,B,III,c,LE,1,6,0,,1,,,,
1424,57,B,III,c,AV,1,7,1,1,10,,,,
1425,57,B,III,c,NG,1,8,1,0,0,,,,
1426,57,B,III,d,SS,1,2,1,1,0,,,,
1427,57,B,III,d,LE,1,3,1,0,0,,,,
1428,57,B,III,d,AB,1,4,1,0,6,,,,
1429,57,B,III,d,NG,1,5,1,0,0,,,,
1430,57,B,III,d,GD,0,6,0,,,,,,
1431,57,B,III,d,CB,0,7,0,,1,,,,
1432,57,B,III,d,AV,1,9,1,1,0,,,,
1433,57,B,IV,a,GD,0,1,0,,,,,,
1434,57,B,IV,a,NG,1,3,1,0,0,,,,
429,8,E,IV,a,AV,1,9,1,0,,,,recruit count?,
1436,57,B,IV,a,AV,1,5,1,0,0,,,,
1437,57,B,IV,a,SS,1,6,1,1,6,,,,
434,8,E,IV,b,AB,0,6,0,,,,,recruit count?,
1439,57,B,IV,a,LE,0,8,0,,0,,,,
1440,57,B,IV,b,SS,1,3,1,1,20,,,,
1441,57,B,IV,b,AV,0,4,0,,0,,,,
1442,57,B,IV,b,GD,0,5,0,,,,,,
1443,57,B,IV,b,NG,0,6,0,,0,,,,
1444,57,B,IV,b,LE,0,7,0,,0,,,,
1445,57,B,IV,b,CB,0,8,0,,0,,,,
1446,57,B,IV,b,AB,1,9,1,0,0,,,,
1447,57,B,IV,c,CB,1,1,1,1,0,,,,
1448,57,B,IV,c,AB,1,3,1,0,0,,,,
1449,57,B,IV,c,LE,0,4,0,,0,,,,
1450,57,B,IV,c,AV,1,5,0,,4,,,,
1451,57,B,IV,c,NG,1,6,1,0,0,,,,
1452,57,B,IV,c,SS,1,7,1,1,0,,,,
1453,57,B,IV,c,GD,0,8,0,,,,,,
1454,57,B,IV,d,GD,0,1,0,,0,,,,
1455,57,B,IV,d,LE,0,2,0,,0,,,,
1456,57,B,IV,d,SS,0,4,0,,0,,,,
1457,57,B,IV,d,NG,1,5,1,0,0,,,,
1458,57,B,IV,d,AB,1,6,1,0,0,,,,
1459,57,B,IV,d,CB,1,7,1,0,0,,,,
1460,57,B,IV,d,AV,1,8,1,0,2,,,,
1461,57,C,I,a,AB,1,2,1,0,4,,,,
1462,57,C,I,a,NG,1,3,1,0,0,,,,
1463,57,C,I,a,CB,1,4,1,1,0,,,,
1464,57,C,I,a,SS,1,5,1,1,17,,,,
1465,57,C,I,a,GD,1,6,1,,,,,,
1466,57,C,I,a,AV,0,7,0,,0,,,,
1467,57,C,I,a,LE,1,8,0,,6,,,,
1468,57,C,I,b,LE,0,1,0,,5,,,,
1469,57,C,I,b,SS,0,2,0,,0,,,,
1470,57,C,I,b,CB,1,4,1,1,8,,,,
1471,57,C,I,b,NG,1,5,1,1,2,,,,
1472,57,C,I,b,AB,1,6,1,0,1,,,,
1473,57,C,I,b,GD,1,7,0,,,,,,
1474,57,C,I,b,AV,1,8,0,,12,,,,
1475,57,C,I,c,NG,1,2,1,1,0,,,,
1476,57,C,I,c,SS,1,4,1,1,0,,,,
1477,57,C,I,c,AV,1,5,0,,0,,,,
1478,57,C,I,c,GD,0,6,0,,0,,,,
1479,57,C,I,c,LE,0,7,0,,0,,,,
1480,57,C,I,c,CB,0,8,0,,0,,,,
1481,57,C,I,c,AB,1,9,1,,2,,,,
1482,57,C,I,d,LE,0,2,0,,0,,,,
1483,57,C,I,d,AB,1,3,1,0,0,,,,
1484,57,C,I,d,GD,0,4,0,,,,,,
1485,57,C,I,d,NG,1,5,1,0,0,,,,
1486,57,C,I,d,CB,1,6,1,1,0,,,,
1487,57,C,I,d,SS,0,7,0,,0,,,,
1488,57,C,I,d,AV,0,8,0,,0,,,,
436,8,E,IV,b,LE,0,8,0,,,,,recruit count?,
438,8,E,IV,c,CB,1,3,0,,,,,recruit count?,
1491,57,C,II,a,NG,1,5,1,0,0,,,,
1492,57,C,II,a,GD,0,6,0,,,,,,
1493,57,C,II,a,AB,1,7,1,0,1,,,,
1494,57,C,II,a,AV,1,8,1,1,0,,,,
1495,57,C,II,a,CB,1,9,1,1,2,,,,
1496,57,C,II,b,SS,1,1,1,0,0,,,,
